gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TicketMedio,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,NumServicos,Risk_Score,Risk_Tier
1,0,1,0,72,1,1,0,0,0,0,0,0,2,0,25.4,0,23.762500000000003,0,1,0,0,1,2,3,Baixo Risco
1,0,0,0,46,1,1,1,0,0,0,1,0,0,1,89.15,0,92.29456521739132,1,0,1,0,0,4,56,Risco Medio
0,0,1,0,71,0,0,0,1,1,1,1,1,2,0,58.25,0,58.39295774647887,0,0,0,0,0,5,7,Baixo Risco
1,0,0,0,32,1,1,0,0,0,0,0,1,0,1,85.65,0,83.259375,1,0,0,0,0,3,74,Alto Risco
0,0,0,0,26,0,0,0,0,1,0,1,1,0,1,50.35,0,49.13461538461539,0,0,1,0,0,3,64,Risco Medio
1,1,1,0,68,1,1,0,0,1,0,0,0,0,1,80.35,0,82.19558823529412,1,0,1,0,0,3,48,Risco Medio
1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,20.2,0,17.375,0,1,0,0,1,1,18,Baixo Risco
1,0,1,1,61,1,0,0,0,0,0,0,0,2,0,20.55,0,21.409016393442624,0,1,1,0,0,1,2,Baixo Risco
0,0,1,1,4,1,1,0,0,0,0,0,1,0,1,85.95,1,95.325,1,0,0,1,0,3,87,Alto Risco
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,45.35,1,47.16666666666666,0,0,0,1,0,1,71,Alto Risco
1,1,1,0,33,1,1,0,0,0,0,1,1,0,1,94.5,1,94.10757575757576,1,0,0,1,0,4,85,Alto Risco
1,1,1,0,9,1,0,0,0,0,0,0,0,0,1,21.25,0,22.727777777777774,0,1,0,0,1,1,43,Risco Medio
0,0,0,0,22,1,1,0,0,0,0,0,0,2,0,26.25,0,27.54090909090909,0,1,0,0,1,2,10,Baixo Risco
0,0,1,1,5,1,0,0,0,0,0,1,0,0,1,80.85,0,71.22,1,0,0,1,0,2,83,Alto Risco
0,1,0,0,30,1,1,1,1,1,0,0,0,0,0,91.7,1,91.93833333333332,1,0,1,0,0,5,51,Risco Medio
1,0,0,0,65,1,1,0,1,1,1,0,1,2,1,74.2,0,73.93307692307691,0,0,1,0,0,6,8,Baixo Risco
0,0,0,0,45,1,1,0,0,1,1,0,0,0,1,87.25,1,87.59333333333333,1,0,0,1,0,4,62,Risco Medio
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,20.35,0,18.55,0,1,0,0,1,1,34,Risco Medio
1,0,1,1,25,1,0,0,1,0,0,0,0,0,1,75.5,0,76.042,1,0,0,1,0,2,68,Risco Medio
0,0,1,1,72,1,1,1,0,0,0,0,0,2,0,79.05,0,79.59305555555555,1,0,0,0,0,3,7,Baixo Risco
0,0,1,0,27,1,1,0,0,1,0,0,1,0,0,90.15,0,89.75555555555556,1,0,0,0,0,4,68,Risco Medio
1,0,1,1,32,0,0,0,0,1,0,1,1,0,0,50.6,0,51.6703125,0,0,1,0,0,3,47,Risco Medio
0,0,0,0,30,1,1,0,1,1,1,1,1,1,0,110.45,0,110.90166666666669,1,0,1,0,0,7,45,Risco Medio
1,0,1,0,70,1,0,1,1,1,1,0,1,2,0,101.0,0,101.22142857142858,1,0,1,0,0,6,6,Baixo Risco
1,1,0,0,42,1,1,0,1,0,0,0,0,0,1,79.35,0,79.62142857142857,1,0,0,0,0,3,63,Risco Medio
0,1,1,0,72,1,1,1,1,1,1,1,1,2,1,89.85,0,93.01875,0,0,0,0,0,8,7,Baixo Risco
0,0,0,0,47,1,1,1,0,1,1,0,0,2,1,65.0,0,61.27446808510639,0,0,0,0,1,5,8,Baixo Risco
0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,80.45,0,68.55,1,0,0,1,0,3,78,Alto Risco
1,0,0,0,10,1,1,1,0,0,0,1,1,0,0,98.55,1,100.855,1,0,0,1,0,5,82,Alto Risco
0,0,1,1,61,1,1,0,0,0,0,0,0,2,1,24.1,0,25.43606557377049,0,1,0,0,1,2,4,Baixo Risco
0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,44.05,0,40.43,0,0,1,0,0,1,58,Risco Medio
0,1,1,0,72,1,1,0,1,1,1,1,1,2,1,110.8,0,109.47569444444444,1,0,1,0,0,7,18,Baixo Risco
1,1,1,1,72,1,1,1,1,1,1,1,1,2,1,114.95,0,113.83888888888887,1,0,0,0,0,8,12,Baixo Risco
0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,75.05,0,67.63333333333334,1,0,0,0,1,2,75,Alto Risco
1,0,1,0,48,1,0,0,0,0,0,0,0,2,0,19.25,0,17.814583333333335,0,1,0,0,1,1,4,Baixo Risco
0,0,0,0,63,1,0,0,0,1,1,1,0,1,1,90.05,0,92.33333333333331,1,0,1,0,0,4,26,Baixo Risco
0,0,0,0,27,1,0,1,1,0,0,0,0,0,1,56.7,0,61.220370370370375,0,0,0,0,1,3,36,Risco Medio
1,0,1,1,70,1,0,1,1,1,0,1,1,2,1,80.15,0,80.00214285714286,0,0,1,0,0,6,5,Baixo Risco
1,0,1,1,7,1,0,1,0,1,1,0,1,0,1,71.35,0,73.67857142857143,0,0,1,0,0,5,41,Risco Medio
1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,20.25,0,0.0,0,1,0,0,1,1,10,Baixo Risco
0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,90.35,0,95.25,1,0,0,1,0,4,75,Alto Risco
1,1,0,0,20,1,1,0,0,1,0,1,1,0,1,98.55,1,92.14,1,0,0,1,0,5,89,Alto Risco
1,0,0,0,66,1,0,0,0,0,0,0,0,2,0,19.7,0,18.996969696969696,0,1,0,0,0,1,3,Baixo Risco
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,19.85,0,19.066666666666663,0,1,0,0,1,1,35,Risco Medio
0,0,0,1,15,1,0,0,1,0,0,0,1,0,1,85.9,1,84.63666666666667,1,0,0,0,0,3,71,Alto Risco
0,0,1,1,72,1,1,1,1,0,1,0,0,2,1,90.35,0,91.15833333333332,1,0,0,0,0,5,6,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.8,0,20.8,0,1,0,0,1,1,37,Risco Medio
0,0,0,0,22,1,0,0,0,0,0,1,1,0,0,89.25,1,86.72045454545454,1,0,0,1,0,3,80,Alto Risco
1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,70.3,1,69.61666666666666,1,0,0,1,0,1,84,Alto Risco
0,0,1,1,72,1,1,1,0,1,1,0,0,2,0,66.85,0,66.09444444444445,0,0,0,0,0,5,2,Baixo Risco
1,0,1,1,65,1,0,0,0,0,0,0,0,2,0,19.9,0,19.88615384615385,0,1,0,0,1,1,2,Baixo Risco
0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,35.8,0,33.01363636363636,0,0,0,0,1,1,70,Risco Medio
1,0,0,0,22,1,1,0,1,0,0,0,0,0,1,78.85,0,72.73863636363636,1,0,0,0,1,3,71,Alto Risco
1,0,0,0,14,1,0,0,0,0,0,0,0,1,0,20.4,0,19.692857142857143,0,1,0,0,0,1,17,Baixo Risco
1,0,0,0,41,1,0,0,0,0,1,0,0,0,1,74.25,0,75.34390243902439,1,0,0,1,0,2,60,Risco Medio
1,0,1,0,17,1,0,1,1,0,0,0,1,1,0,64.8,0,69.15294117647058,0,0,0,0,1,4,25,Baixo Risco
1,0,0,0,11,1,0,0,0,0,0,0,0,0,1,20.45,0,21.572727272727278,0,1,1,0,0,1,36,Risco Medio
1,0,0,0,15,1,1,0,0,0,0,1,1,0,1,93.35,1,96.31,1,0,0,1,0,4,89,Alto Risco
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.9,1,19.9,0,1,0,0,1,1,36,Risco Medio
0,0,1,0,5,1,0,1,0,1,0,0,1,0,1,88.9,1,90.83,1,0,0,0,1,4,75,Alto Risco
1,0,1,0,33,1,0,0,0,1,0,1,1,1,1,95.8,1,92.02272727272728,1,0,0,1,0,4,67,Risco Medio
0,0,1,0,72,1,1,1,1,1,0,1,1,2,1,110.65,0,112.02291666666666,1,0,1,0,0,7,15,Baixo Risco
0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,40.3,0,30.83333333333333,0,0,0,0,1,2,58,Risco Medio
1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,82.0,1,92.325,1,0,0,1,0,3,87,Alto Risco
0,0,1,0,59,1,1,1,1,1,1,0,1,1,1,107.0,0,104.27627118644068,1,0,1,0,0,7,21,Baixo Risco
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,45.35,1,44.75,0,0,0,1,0,1,64,Risco Medio
1,0,1,1,71,1,0,0,1,0,1,1,1,2,1,73.35,0,72.59859154929578,0,0,1,0,0,5,5,Baixo Risco
0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,44.8,0,44.09,0,0,0,0,1,1,47,Risco Medio
1,0,1,1,27,1,0,1,1,0,0,0,0,0,1,54.75,0,55.93703703703704,0,0,1,0,0,3,28,Baixo Risco
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,52.2,1,52.2,0,0,0,1,0,2,65,Risco Medio
1,0,0,1,63,0,0,1,1,0,1,0,0,1,1,40.6,0,41.09444444444444,0,0,0,0,0,3,8,Baixo Risco
0,1,0,0,46,1,1,1,1,1,0,1,1,1,1,110.0,1,105.97391304347826,1,0,0,1,0,7,56,Risco Medio
1,0,1,1,72,1,1,1,0,0,0,0,0,2,0,55.3,0,55.327777777777776,0,0,0,0,0,3,3,Baixo Risco
0,0,1,0,34,1,1,1,0,0,1,0,0,0,1,60.85,0,58.92941176470588,0,0,0,0,0,4,30,Baixo Risco
0,0,1,1,24,1,1,1,1,0,0,1,1,1,0,78.4,0,76.35000000000001,0,0,0,1,0,6,32,Risco Medio
1,0,0,0,72,1,1,1,1,1,1,0,0,2,0,69.65,0,68.17013888888889,0,0,0,0,0,6,3,Baixo Risco
0,0,1,1,60,0,0,1,0,1,1,1,1,2,0,59.85,0,59.836666666666666,0,0,1,0,0,5,5,Baixo Risco
1,0,0,0,68,1,1,1,1,1,0,0,1,1,1,76.9,0,73.86764705882354,0,0,1,0,0,6,12,Baixo Risco
0,0,1,1,8,1,0,0,0,0,0,0,0,2,1,19.85,0,18.325,0,1,0,0,1,1,12,Baixo Risco
0,0,0,1,34,1,0,1,0,1,1,1,0,2,0,67.65,0,68.8029411764706,0,0,1,0,0,5,6,Baixo Risco
0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,45.0,0,49.78333333333333,0,0,1,0,0,2,70,Risco Medio
1,0,1,0,2,1,0,0,1,0,1,0,1,0,1,64.2,0,71.825,0,0,0,0,1,4,59,Risco Medio
1,0,0,0,31,1,1,0,0,0,1,0,0,1,0,81.7,0,82.21451612903226,1,0,1,0,0,3,37,Risco Medio
0,0,1,1,20,1,1,0,0,0,0,0,0,0,1,25.55,0,25.37,0,1,0,0,0,2,30,Baixo Risco
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,0,20.0,0,1,0,1,0,1,38,Risco Medio
1,0,0,0,62,1,1,0,0,1,0,1,1,1,1,96.75,1,98.7967741935484,1,0,0,1,0,5,55,Risco Medio
0,1,1,0,70,1,1,0,0,0,0,0,0,2,1,75.65,0,77.30571428571427,1,0,1,0,0,2,19,Baixo Risco
0,0,0,0,10,1,1,0,0,0,1,1,1,0,1,98.5,1,105.825,1,0,0,1,0,5,87,Alto Risco
1,0,1,1,39,1,1,0,0,0,0,0,0,2,1,23.8,0,23.174358974358974,0,1,0,0,1,2,7,Baixo Risco
0,0,1,0,46,1,0,0,1,0,1,1,0,2,1,64.2,0,65.42391304347827,0,0,1,0,0,4,10,Baixo Risco
1,0,0,0,6,1,0,0,1,0,0,1,0,0,1,85.35,1,81.575,1,0,0,1,0,3,85,Alto Risco
0,0,1,1,72,1,1,0,0,1,0,1,1,2,1,76.8,0,75.95069444444444,0,0,0,0,0,5,10,Baixo Risco
1,0,0,0,18,1,0,0,0,1,1,0,0,0,0,55.2,0,58.78333333333333,0,0,1,0,0,3,35,Risco Medio
1,0,1,0,71,1,1,1,0,1,1,1,1,2,1,108.55,0,107.26760563380282,1,0,1,0,0,7,13,Baixo Risco
1,0,1,0,40,1,1,0,1,0,0,1,1,0,1,101.3,1,102.8275,1,0,0,1,0,5,79,Alto Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.55,1,69.55,1,0,0,1,0,1,85,Alto Risco
1,0,0,0,58,1,1,0,1,1,0,1,1,1,1,103.25,1,103.75258620689657,1,0,0,0,0,6,44,Risco Medio
1,0,0,0,70,1,1,1,0,0,1,1,1,2,1,104.0,1,103.57357142857144,1,0,1,0,0,6,15,Baixo Risco
0,0,1,0,42,1,1,0,0,0,0,0,0,2,0,25.25,0,26.38571428571429,0,1,0,1,0,2,8,Baixo Risco
1,0,1,1,34,0,0,1,0,0,0,0,0,1,0,30.4,0,27.60735294117647,0,0,0,0,0,1,16,Baixo Risco
1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,20.05,0,18.83,0,1,0,0,0,1,37,Risco Medio
0,0,0,0,25,1,1,0,0,0,0,1,0,0,1,84.6,0,83.522,1,0,0,0,1,3,77,Alto Risco
0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,86.2,1,89.35,1,0,0,0,1,3,84,Alto Risco
0,0,1,1,55,1,0,0,1,1,1,1,1,1,1,103.7,0,102.85,1,0,0,0,0,6,28,Baixo Risco
1,0,1,0,21,1,1,0,1,1,1,1,1,0,1,111.2,1,110.33809523809524,1,0,0,1,0,7,81,Alto Risco
1,0,1,0,70,1,1,1,1,0,1,0,0,2,1,88.0,0,85.52071428571428,1,0,1,0,0,5,8,Baixo Risco
0,0,1,0,61,1,1,0,0,1,1,1,1,0,1,106.35,0,110.67786885245904,1,0,0,1,0,6,63,Risco Medio
1,0,1,1,43,1,0,1,0,1,1,1,1,2,1,79.15,0,82.94418604651163,0,0,1,0,0,6,9,Baixo Risco
1,0,0,0,47,1,1,0,1,1,0,1,1,1,1,103.1,0,104.02765957446807,1,0,0,1,0,6,61,Risco Medio
1,0,0,0,5,1,0,0,0,1,1,1,0,0,1,63.95,0,63.620000000000005,0,0,1,0,0,4,57,Risco Medio
0,0,0,0,62,1,1,0,0,0,0,0,0,2,1,25.8,0,25.225,0,1,1,0,0,2,5,Baixo Risco
0,0,1,1,16,1,0,0,1,1,0,1,0,0,1,89.45,1,89.390625,1,0,1,0,0,4,67,Risco Medio
1,1,1,0,7,1,1,0,0,0,0,1,1,0,1,95.6,1,92.05,1,0,0,0,0,4,88,Alto Risco
0,0,1,1,14,1,1,0,0,0,0,0,0,0,0,25.55,0,26.603571428571428,0,1,0,0,1,2,28,Baixo Risco
1,0,1,1,60,1,0,0,1,1,0,1,0,1,0,90.95,1,90.89,1,0,0,1,0,4,29,Baixo Risco
1,0,1,1,34,0,0,0,0,1,1,1,0,0,1,44.85,0,42.42941176470588,0,0,0,1,0,3,50,Risco Medio
0,0,1,0,50,1,1,1,1,0,1,1,1,1,0,108.55,1,112.214,1,0,0,1,0,7,34,Risco Medio
1,0,1,1,38,1,1,0,0,0,0,0,0,2,0,25.05,0,25.367105263157896,0,1,1,0,0,2,5,Baixo Risco
0,0,1,1,70,1,0,1,1,1,1,0,1,1,0,74.1,0,74.60428571428572,0,0,1,0,0,6,4,Baixo Risco
0,0,1,1,37,1,1,0,1,0,0,1,0,0,1,88.8,0,90.28513513513514,1,0,0,1,0,4,70,Risco Medio
0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,78.85,1,73.2,1,0,0,1,0,2,88,Alto Risco
1,1,1,1,60,1,1,1,1,0,0,0,1,0,1,93.25,0,96.2425,1,0,0,1,0,5,52,Risco Medio
1,0,1,1,62,1,0,1,0,1,1,0,1,1,0,71.4,0,72.3758064516129,0,0,1,0,0,5,6,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44.4,1,44.4,0,0,0,0,1,1,57,Risco Medio
1,0,0,0,36,1,0,1,0,1,1,1,1,0,1,79.2,0,79.30416666666666,0,0,1,0,0,6,34,Risco Medio
1,0,0,0,44,1,0,0,0,0,0,0,0,2,0,20.4,0,20.580681818181816,0,1,1,0,0,1,4,Baixo Risco
0,1,0,0,55,1,1,0,0,1,0,1,1,1,1,100.0,1,100.16909090909093,1,0,0,1,0,5,63,Risco Medio
0,0,1,0,72,1,1,1,0,1,0,1,1,2,1,105.0,0,105.41388888888888,1,0,1,0,0,6,17,Baixo Risco
0,0,1,1,12,1,0,0,0,0,0,0,0,1,0,19.8,1,19.133333333333333,0,1,0,0,0,1,14,Baixo Risco
0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,30.85,0,30.315384615384616,0,0,0,0,0,1,53,Risco Medio
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,89.9,1,89.9,1,0,0,1,0,3,91,Alto Risco
0,0,1,1,15,1,0,0,0,0,0,0,0,1,0,20.55,0,19.73,0,1,0,0,1,1,14,Baixo Risco
0,0,0,0,65,1,0,1,1,1,1,1,1,2,1,84.85,0,83.9876923076923,0,0,0,0,0,7,6,Baixo Risco
0,0,1,1,12,0,0,1,0,0,1,0,0,1,0,33.15,0,37.0625,0,0,1,0,0,2,19,Baixo Risco
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,92.0,0,94.19652777777776,0,0,1,0,0,8,6,Baixo Risco
0,0,1,1,72,1,1,1,1,1,1,1,1,2,0,89.8,0,90.42291666666668,0,0,1,0,0,8,3,Baixo Risco
0,0,1,1,72,1,1,1,1,1,1,1,1,2,1,115.8,0,117.72916666666669,1,0,0,0,0,8,10,Baixo Risco
1,0,0,1,52,1,1,1,1,0,1,1,1,2,1,85.15,0,85.8048076923077,0,0,0,0,1,7,9,Baixo Risco
1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,24.85,0,31.0,0,1,0,0,1,2,41,Risco Medio
0,0,0,0,5,1,0,1,0,0,1,1,0,0,1,64.35,0,70.53,0,0,0,1,0,4,59,Risco Medio
0,0,0,0,68,1,0,0,0,0,0,0,0,2,0,20.5,0,20.954411764705885,0,1,1,0,0,1,2,Baixo Risco
0,0,0,1,62,1,1,0,0,1,0,1,1,1,1,100.15,1,103.44596774193548,1,0,0,1,0,5,50,Risco Medio
1,0,0,0,72,1,1,1,1,0,1,1,1,2,0,86.05,0,87.63402777777777,0,0,1,0,0,7,4,Baixo Risco
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,50.8,1,50.8,0,0,0,1,0,2,62,Risco Medio
0,0,1,0,66,1,1,1,1,0,1,0,0,1,0,89.0,0,89.37272727272727,1,0,0,1,0,5,17,Baixo Risco
1,0,1,1,72,0,0,1,1,1,1,1,1,2,1,64.8,0,65.55208333333333,0,0,1,0,0,6,5,Baixo Risco
1,0,0,0,26,1,0,0,0,0,0,0,0,1,0,19.8,0,17.588461538461537,0,1,1,0,0,1,12,Baixo Risco
1,0,1,1,64,1,1,1,0,1,0,0,1,2,0,93.4,0,90.9734375,1,0,0,0,0,5,11,Baixo Risco
1,1,1,0,20,1,0,0,1,0,0,0,0,0,1,73.65,1,73.175,1,0,0,1,0,2,78,Alto Risco
0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,95.1,1,102.46666666666664,1,0,0,1,0,4,89,Alto Risco
1,0,0,0,22,1,1,0,0,0,0,1,1,0,1,94.65,1,95.66136363636365,1,0,1,0,0,4,82,Alto Risco
1,0,1,0,4,1,0,0,0,1,1,0,0,0,1,80.6,1,79.7875,1,0,0,0,1,3,72,Alto Risco
1,0,1,0,62,0,0,0,0,0,1,1,0,2,1,39.0,0,37.7008064516129,0,0,0,0,0,2,10,Baixo Risco
0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,20.5,0,20.86,0,1,0,0,1,1,41,Risco Medio
1,0,1,0,59,1,1,0,0,0,0,0,1,1,0,85.55,1,86.18050847457627,1,0,0,1,0,3,44,Risco Medio
1,0,0,1,3,1,1,0,0,0,0,0,0,2,1,26.4,0,40.41666666666666,0,1,0,0,1,2,18,Baixo Risco
0,0,1,0,72,1,1,1,0,1,1,1,0,2,1,98.2,0,97.44305555555556,1,0,0,0,0,6,11,Baixo Risco
1,0,1,1,57,1,0,0,1,1,0,1,1,1,1,97.55,0,98.21052631578948,1,0,1,0,0,5,33,Risco Medio
1,0,0,1,66,1,0,0,0,0,0,0,0,2,0,19.95,0,19.22878787878788,0,1,1,0,0,1,2,Baixo Risco
0,0,0,0,60,0,0,0,1,0,0,1,1,0,1,50.8,1,50.45666666666667,0,0,0,1,0,3,52,Risco Medio
1,0,0,1,45,1,1,0,0,1,0,1,1,2,0,99.7,0,102.98555555555556,1,0,0,0,0,5,29,Baixo Risco
0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,34.8,0,37.98333333333333,0,0,1,0,0,1,72,Alto Risco
0,0,0,0,15,1,0,1,0,1,1,1,1,0,0,105.1,1,105.51666666666668,1,0,0,1,0,6,70,Risco Medio
0,0,0,1,51,0,0,1,0,1,1,1,1,1,0,60.15,0,60.333333333333336,0,0,0,0,0,5,13,Baixo Risco
0,0,0,0,60,1,1,1,0,1,1,0,0,1,0,64.75,0,67.325,0,0,0,1,0,5,11,Baixo Risco
1,0,0,0,33,1,1,0,1,0,0,0,0,0,1,54.65,0,50.46060606060606,0,0,0,0,0,3,44,Risco Medio
1,0,0,0,10,1,0,1,1,1,1,1,1,0,1,110.1,1,104.33,1,0,0,1,0,7,76,Alto Risco
1,1,0,0,26,1,0,0,0,0,0,0,0,1,0,19.3,0,19.392307692307693,0,1,1,0,0,1,14,Baixo Risco
0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,83.9,1,82.925,1,0,0,1,0,3,82,Alto Risco
0,0,1,0,67,1,1,1,0,1,1,1,1,1,1,111.25,0,112.1141791044776,1,0,0,1,0,7,34,Risco Medio
0,0,1,1,49,0,0,1,0,0,1,0,0,1,1,35.8,0,36.36734693877551,0,0,1,0,0,2,11,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.05,0,20.05,0,1,0,0,1,1,44,Risco Medio
0,1,0,0,7,1,0,0,0,1,0,1,0,0,1,84.35,0,87.09285714285714,1,0,0,1,0,3,88,Alto Risco
0,1,0,0,27,1,1,1,1,1,0,1,1,1,1,110.5,0,105.83703703703704,1,0,0,0,0,7,58,Risco Medio
1,0,1,1,37,1,0,0,0,0,0,1,1,1,0,91.2,0,87.77162162162162,1,0,1,0,0,3,41,Risco Medio
0,0,1,1,63,1,1,1,1,1,0,1,0,0,1,100.55,1,98.65634920634922,1,0,0,1,0,6,44,Risco Medio
1,0,1,1,31,1,1,1,0,1,1,0,0,0,0,89.3,0,91.06451612903226,1,0,0,1,0,5,47,Risco Medio
1,0,1,1,50,1,1,0,1,1,0,1,1,0,1,103.85,1,100.358,1,0,0,0,0,6,59,Risco Medio
1,1,0,0,32,1,1,0,0,1,0,0,0,0,1,81.1,0,81.8515625,1,0,1,0,0,3,70,Risco Medio
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.6,1,24.6,0,0,0,1,0,0,71,Alto Risco
0,0,1,0,63,1,1,0,0,0,1,0,0,1,1,81.2,0,78.81111111111112,1,0,1,0,0,3,25,Baixo Risco
1,0,0,0,30,1,1,1,1,0,0,0,1,0,1,94.3,0,89.32333333333332,1,0,1,0,0,5,62,Risco Medio
1,0,1,0,71,1,1,1,1,1,1,1,1,2,1,116.1,0,117.04999999999998,1,0,0,0,0,8,13,Baixo Risco
0,0,0,0,53,1,1,0,1,1,0,1,1,2,0,105.55,0,107.2122641509434,1,0,0,1,0,6,34,Risco Medio
0,0,0,0,12,1,0,1,0,0,1,1,1,0,1,98.9,1,93.4125,1,0,0,0,0,5,70,Risco Medio
1,0,1,0,50,1,1,1,1,0,0,0,1,0,1,94.4,0,98.298,1,0,1,0,0,5,49,Risco Medio
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.5,0,13.775,0,1,0,0,1,1,35,Risco Medio
0,0,0,0,9,1,1,0,0,1,0,1,1,0,0,98.3,1,102.61111111111111,1,0,1,0,0,5,81,Alto Risco
1,0,0,0,17,1,0,1,0,0,0,1,1,0,0,93.85,1,95.62647058823528,1,0,0,1,0,4,76,Alto Risco
0,0,1,0,56,1,0,1,1,1,0,1,1,1,1,105.6,0,108.36875,1,0,1,0,0,6,30,Baixo Risco
1,0,1,1,67,1,0,1,1,1,0,1,1,2,0,81.35,0,80.57611940298509,0,0,1,0,0,6,4,Baixo Risco
1,1,0,0,9,1,1,0,0,1,0,1,1,0,1,100.5,1,102.06666666666666,1,0,0,1,0,5,92,Alto Risco
1,0,0,0,4,1,0,0,0,0,0,1,0,0,1,56.4,0,58.7125,0,0,0,1,0,2,76,Alto Risco
1,0,0,0,19,1,0,0,1,0,1,0,1,1,1,65.35,0,64.83421052631579,0,0,0,0,0,4,32,Risco Medio
0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,19.95,0,21.3625,0,1,0,0,1,1,27,Baixo Risco
0,0,0,0,71,1,1,0,1,1,1,1,1,2,1,111.25,0,112.45281690140844,1,0,0,1,0,7,25,Baixo Risco
1,1,0,0,10,1,0,0,1,0,0,0,0,0,1,72.85,1,68.865,1,0,0,1,0,2,82,Alto Risco
0,1,0,0,15,1,1,0,1,0,0,1,0,0,0,89.0,0,85.88666666666667,1,0,1,0,0,4,74,Alto Risco
1,0,1,1,72,1,1,1,0,1,0,1,1,1,1,106.1,0,109.00694444444444,1,0,0,0,0,6,26,Baixo Risco
1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,20.05,0,22.25,0,1,1,0,0,1,17,Baixo Risco
1,0,1,1,72,1,1,0,0,0,0,0,0,2,1,25.2,0,24.984722222222224,0,1,0,0,0,2,3,Baixo Risco
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,73.55,1,73.55,1,0,0,1,0,2,89,Alto Risco
0,1,0,0,23,1,0,1,0,0,0,0,0,0,1,75.4,0,71.45869565217392,1,0,0,0,0,2,63,Risco Medio
1,0,0,0,72,0,0,1,1,1,1,1,1,2,1,65.55,0,66.77013888888888,0,0,0,0,0,6,7,Baixo Risco
0,0,0,0,26,1,1,0,0,1,0,0,0,0,1,80.7,0,84.34615384615384,1,0,0,1,0,3,79,Alto Risco
0,0,0,0,21,1,0,0,1,1,1,1,1,1,1,104.55,0,106.63809523809525,1,0,0,0,1,6,56,Risco Medio
1,0,1,0,60,1,1,0,0,0,0,0,0,1,0,24.15,0,25.098333333333336,0,1,0,0,0,2,7,Baixo Risco
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,20.45,0,21.279166666666665,0,1,0,0,1,1,30,Baixo Risco
1,0,1,0,16,1,1,0,0,0,0,0,0,0,1,75.4,0,74.3375,1,0,0,1,0,2,82,Alto Risco
0,0,1,0,63,1,1,1,1,0,0,1,1,1,1,79.7,0,75.97063492063492,0,0,1,0,0,6,16,Baixo Risco
0,1,0,0,22,1,0,1,1,0,0,0,0,0,0,81.7,0,82.76818181818182,1,0,0,1,0,3,63,Risco Medio
0,0,1,1,32,1,0,1,1,1,1,0,1,0,0,76.3,0,75.1296875,0,0,0,0,0,6,19,Baixo Risco
0,1,0,0,3,1,1,0,1,0,0,0,0,0,1,79.4,1,68.35000000000001,1,0,0,1,0,3,86,Alto Risco
0,0,0,0,13,1,0,0,1,1,0,0,0,0,1,81.15,1,73.25384615384615,1,0,0,1,0,3,77,Alto Risco
